"sample","Date_num","lat","long","PA24d","POGly","POMet","PasHay24d","PasHayClo","PasHayFlu","PasHayGly","PasHayMcpa","PasHayMet","PO24d_l","POGly_l","POMet_l","PasHay24d_l","PasHayClo_l","PasHayFlu_l","PasHayGly_l","PasHayMcpa_l","PasHayMet_l","AvgT_R","AvgT_G","AvgT_B","SMaPercSat","SMaPercSatU","SMcVSM","SMcVSMU","SMpVSM","SMpVSMU","S1CRDH_VH","S1CRDH_VV","S1CRDM_HH","S1CRDM_HV","S2L2AB01","S3OLCI681","S3OLCI685","AI335","AI335P","AI340","AI340P","AI354","AI354P","AImH","AImHP","AImP","AImPP","CH4bcorrmr","CH4mr","CH4mrP","CLgCBH","CLgCBHP","CLgCBP","CLgCBPP","CLgCF","CLgCFP","CLgCOT","CLgCOTP","CLgCTH","CLgCTHP","CLgCTP","CLgCTPP","COtccorr","COtc","COtcP","HCOHgFVC","HCOHgFVCP","NO2gAMF","NO2gAMFtrop","NO2gAMFtc","NO2gAMFtcp","NO2gAMFtcpk","O3gOVC","O3gOVCP","SO2gVC","SO2gVCP","TotalPrecipitation","ERA5windU","ERA5windV","ERA5_2mdt","ERA5mslp","ERA5_2mt","ERA5sp","ERA5totp","ERA5strd","ERA5max2mt","ERA5min2mt","ERA5st1","ERA5st2","ERA5st3","ERA5st4","ERA5vswl1","ERA5vswl2","ERA5hvc","ERA5hLAI","ERA5lLAI","ERA5skint","mERA5windU","mERA5windV","mERA5_2mdt","mERA5mslp","mERA5_2mt","mERA5sp","mERA5totp","mERA5ssrd","mERA5strd","mERA5snow_rate","mERA5snow","mERA5stl1","mERA5stl2","mERA5stl3","mERA5stl4","mERA5vswl1","mERA5vswl2","mERA5hLAI","mERA5lLAI","mERA5lvc","mERA5skint","mERA5snowD","SMaDNF","SMaF","SMaSmode","SMaSens","SMatO","SMcDNF","SMcF","SMcFBI","SMcSmode","SMcSens","SMctO","SMpDNF","SMpF","SMpfID","SMpSmode","SMptO","NO2gTLI","ERA5prect","ERA5stype","ERA5lvg","mERA5stype","mERA5hvc","Bio_1","Bio_2","Bio_3","Bio_4","Bio_5","Bio_6","Bio_7","Bio_8","Bio_9","Bio_10","Bio_11","Bio_12","Bio_13","Bio_14","Bio_15","Bio_16","Bio_17","Bio_18","Bio_19"
"ES_Ciu_Tom_1_2016-10-11",17085,39.152529,-3.0616048,0.1512981,0.5307589,7.915419e-09,0.0192781,0.0004399742,0.0002843543,0.02454096,0.001072169,0.0007226205,0.1323902,0.4234315,7.915419e-09,0.01014476,0.0002885663,0.0001566538,0.01176609,0.0007337768,0.0006033413,250,230,86,41.66153,14.34491,0.1494191,0.0239629,0.2175294,0.04860868,141.286893462102,274.652480866953,600.428032122867,252.856915660272,5084.16989308501,12380,28583,0.4416631,0.03505544,-0.9204016,2.53966,-0.6196902,2.649873,489.367234363538,2.40332686246261,96408.5470889683,26.7682372690009,1895.377,1898.052,2.218108,745.9019,331.6795,93739.63,3.06223,0.2987316,2.976558e-08,5.150844,1.000018,745.9019,331.6795,93739.63,3.06223,0.02890461,0.02841645,0.0005262744,0.0001382103,0.0001549919,2.318901,0.9341917,6.569515e-05,2.555279e-05,2.1916e-05,0.1273766,0.0007713698,-0.01834304,0.005316951,3.33954093057302e-05,1.3116713,1.2752304,276.53662,101599.94,286.31006,93523.75,0,1065095,287.53662,286.74072,288.70508,293.5747,295.17603,296.5974,0.11313528,0.099129915,0.6439209,1.2762909,2.4432611,285.33496,0.13953245,0.83293617,281.761,101608.56,290.7578,93529.81,0.0018049076,13327286,28027508,0,0,291.22754,291.6875,293.70825,296.23315,0.21591067,0.1429928,1.2699299,2.4397593,0.3250773,290.73975,0,3,0,3,768,17085.1770833335,2,0,33,3,32,17085.1647166861,2,0,1,1,17085.2270179517,16,0,2,0.3250773,2,0.6439209,14.876166343689,13.6643333435059,39.884220123291,738.573181152344,34.7599983215332,0.5,34.2599983215332,10.2773332595825,24.2700004577637,24.5819988250732,6.56133317947388,409,56,7,44.3154525756836,149,38,42,135
"ES_Ciu_Tom_1_2017-10-04",17443,39.1567614,-3.0497293,0.1512981,0.5307589,7.915419e-09,0.0192781,0.0004399742,0.0002843543,0.02454096,0.001072169,0.0007226205,0.1323902,0.4234315,7.915419e-09,0.01014476,0.0002885663,0.0001566538,0.01176609,0.0007337768,0.0006033413,250,230,86,27.14947,14.34491,0.15284,0.03228502,0.2703214,0.04410627,141.286367207025,274.65155513905,600.428032122866,252.856915660271,5084.16987003894,13525,26425,0.4416631,0.03505544,-0.9204016,2.53966,-0.6196902,2.649873,489.367230978692,2.40332684817222,96408.5471265653,26.7682371232509,1895.377,1898.052,2.218108,745.9019,331.6795,93739.63,3.06223,0.2987316,2.976558e-08,5.150844,1.000018,745.9019,331.6795,93739.63,3.06223,0.02890461,0.02841645,0.0005262744,0.0001382103,0.0001549919,2.318901,0.9341917,6.569515e-05,2.555279e-05,2.1916e-05,0.1273766,0.0007713698,-0.01834304,0.005316951,3.33954093057302e-05,-2.2698765,0.7520097,282.69946,101988.56,293.93506,93923.75,0,1302146,293.84155,293.45898,294.73633,296.64844,295.90356,296.7776,0.124132454,0.12785387,0.6439209,1.2826109,2.437562,291.60986,-0.48691905,-0.10726768,279.38086,102125.81,291.34497,94001.875,0.00069041736,15184157,27078948,0,0,291.83252,292.46582,294.36914,296.43164,0.16788244,0.14369237,1.276145,2.434,0.3250773,291.8125,0,1,0,2,256,17443.402777778,2,0,16,2,32,17443.0883782245,0,0,16,1,-3440586.5,16,0,2,0.3250773,2,0.6439209,14.876166343689,13.6643333435059,39.884220123291,738.573181152344,34.7599983215332,0.5,34.2599983215332,10.2773332595825,24.2700004577637,24.5819988250732,6.56133317947388,409,56,7,44.3154525756836,149,38,42,135
"ES_Ciu_Tom_1_2020-09-30",18535,39.1567614,-3.0497293,0.09967364,0.4786103,7.172479e-09,0.01423906,0.0001835151,0.0002656264,0.02124544,0.0005975568,0.0004547611,0.08721733,0.3818281,7.172479e-09,0.007493059,0.0001203622,0.0001463363,0.01018606,0.0004089591,0.0003796961,250,230,86,40.35178,14.34491,0.2519824,0.003493951,0.2703214,0.04410627,141.286367207025,274.65155513905,600.428032122866,252.856915660271,5084.16987003894,18221,22798,0.4416631,0.03505544,-1.843435,2.078829,-1.289654,2.122547,489.367230978692,2.40332684817222,96408.5471265653,26.7682371232509,1895.377,1898.052,2.218108,6253.139,7.716852,47970.2,0.6927931,0.7884946,5.266104e-11,8.089322,1.00014,7253.139,7.716852,41721.91,0.6927931,0.02890461,0.03164869,0.001077156,0.0005117484,0.0003290705,2.002339,0.5662627,-7.866604e-06,2.137327e-05,2.131529e-05,0.1290998,0.0005916414,0.001094228,0.001902237,3.33954093057302e-05,-2.2154799,0.096398175,273.0681,101644.94,287.29297,93577.25,0,1104666,288.35132,287.91577,288.90405,293.33008,294.02246,296.6787,0.1456973,0.14689589,0.6439209,1.2826109,2.437562,287.06934,-0.036705304,0.30919015,280.6184,101727.69,294.312,93658.06,0.00073809526,19344008,28788176,0,0,295.35474,295.8025,296.864,296.81836,0.163095,0.1380477,1.2887783,2.4405146,0.3250773,295.70654,0,3,0,3,256,18261.375,3,16,2,3,768,18260.8788424358,0,0,16,1,18260.8294552877,19,0,2,0.3250773,2,0.6439209,14.876166343689,13.6643333435059,39.884220123291,738.573181152344,34.7599983215332,0.5,34.2599983215332,10.2773332595825,24.2700004577637,24.5819988250732,6.56133317947388,409,56,7,44.3154525756836,149,38,42,135
"ES_Gra_Ben_1_2016-10-08",17082,37.353733,-3.167179,0.08238839,0.3193067,7.915419e-09,0.02477057,0.0004929511,0.0004462687,0.02761897,0.0009145078,0.0004613184,0.06348056,0.2117123,7.915419e-09,0.01317364,0.0003131643,0.0002656248,0.01433826,0.0005750321,0.0002829791,250,230,86,47.60595,20.0696,0.2494339,0.01723183,0.2655575,0.03127992,136.191684621815,265.764837924166,600.428032114328,252.856915656674,5081.70026732966,11186,22968,0.5451877,0.0360884,-0.8813369,2.546412,-0.4929988,2.685819,489.560750641495,2.40421745051568,96406.402914709,26.7773202594866,1846.786,1841.86,2.69256,1225.16,320.0167,85961.04,4.619147,0.2750624,1.386325e-07,5.711057,1.000092,1225.16,320.0167,85961.04,4.619147,0.02720718,0.0267817,0.0005774059,-0.0001626952,0.0001533629,2.854635,1.095913,3.988981e-05,2.135887e-05,1.981296e-05,0.1237687,0.0007675724,0.003394671,0.001453066,5.53409639923487e-05,0.97504866,1.2039547,274.42578,101816.375,287.29956,88168.5,0,1133981,288.4182,287.6819,289.9558,294.06763,294.1953,295.0044,0.11293882,0.13053942,0.46392822,1.8629704,1.6940994,285.9353,0.38037217,0.49901855,279.63623,101690.69,288.9746,88002.875,0.0015295616,14697805,27255132,0,0,290.1704,290.6084,292.36792,294.62695,0.20574623,0.17272484,1.8608122,1.6898909,0.52502227,289.44238,0,2,0,1,512,17081.909722222,2,0,19,3,544,17081.9415110871,2,0,1,1,17082.2377646607,16,0,2,0.52502227,2,0.46392822,14.6750001907349,14.0539999008179,41.7032623291016,689.878112792969,34.2200012207031,0.519999980926514,33.7000007629395,7.76000022888184,23.5833339691162,23.7000007629395,6.93200016021729,406,54,4,50.6026763916016,154,27,28,146
"ES_Gra_Ben_1_2017-10-05",17444,37.363279,-3.168799,0.08238839,0.3193067,7.915419e-09,0.02477057,0.0004929511,0.0004462687,0.02761897,0.0009145078,0.0004613184,0.06348056,0.2117123,7.915419e-09,0.01317364,0.0003131643,0.0002656248,0.01433826,0.0005750321,0.0002829791,250,230,86,29.88364,20.0696,0.1976124,0.01762574,0.1612522,0.03127992,136.191695490014,265.764856546558,600.428032114328,252.856915656674,5081.70027418946,8583,18865,0.5451877,0.0360884,-0.8813369,2.546412,-0.4929988,2.685819,489.560749997074,2.40421744754273,96406.4029218494,26.7773202291713,1846.786,1841.86,2.69256,1225.16,320.0167,85961.04,4.619147,0.2750624,1.386325e-07,5.711057,1.000092,1225.16,320.0167,85961.04,4.619147,0.02720718,0.0267817,0.0005774059,-0.0001626952,0.0001533629,2.854635,1.095913,3.988981e-05,2.135887e-05,1.981296e-05,0.1237687,0.0007675724,0.003394671,0.001453066,5.53409639923487e-05,-1.054842,1.0983486,284.85278,102480.44,286.97607,88809.94,0,1090327,286.46753,286.00317,290.1836,294.05176,294.85156,295.7544,0.11878067,0.13327271,0.46392822,1.8686724,1.6878624,285.45386,-0.08144951,0.22990972,278.23877,102195.75,289.78394,88606.25,0.0009047622,15500668,27015992,0,0,291.03296,291.60376,293.35205,295.40283,0.16610402,0.15159482,1.8650751,1.6807156,0.52502227,290.5105,0,1,0,2,256,17444.388888889,3,0,3,3,288,17444.3779013967,2,0,1,1,17444.2436308702,16,0,2,0.52502227,2,0.46392822,14.6750001907349,14.0539999008179,41.7032623291016,689.878112792969,34.2200012207031,0.519999980926514,33.7000007629395,7.76000022888184,23.5833339691162,23.7000007629395,6.93200016021729,406,54,4,50.6026763916016,154,27,28,146
"ES_Gra_Cor_1_2015-08-08",16655,37.661547,-2.79631,0.1019537,0.3942249,7.915419e-09,0.02771894,0.0005118369,0.0005310402,0.03011444,0.001046049,0.0004324907,0.08304583,0.2850691,7.915419e-09,0.01623454,0.0003320501,0.0003503963,0.01683374,0.0006714693,0.0002784405,250,230,33,28.71104,19.753,0.2117438,0.05218995,0.2681863,0.05688044,136.398182646754,266.142378574352,600.428032112252,252.8569156558,5081.78270745388,16654,29939,0.8922104,0.0342706,-1.021694,2.561778,-0.6877441,2.678989,489.537604018131,2.40411387084261,96406.659706976,26.7762647332936,1867.333,1864.063,2.49668,1478.058,216.7279,85973.52,3.965006,0.2719918,1.301264e-08,5.017268,1.000006,1478.058,216.7279,85973.52,3.965006,0.02713593,0.0269718,0.00047703,-4.442642e-05,7.343065e-05,3.022467,1.141344,3.412961e-05,1.866128e-05,1.736808e-05,0.1236315,0.0007770288,0.004043305,0.001947241,4.10286457184668e-05,-1.1111403,0.47969383,286.70166,101712.75,295.53247,90593.875,0,1276544,294.8667,294.7251,297.85132,301.05322,299.2439,294.08276,0.20480853,0.15072376,0.39605713,1.8037806,1.8966484,293.43896,0.35539877,0.022467274,285.0149,101609.31,298.18018,90470.75,0.0005953971,24252364,30213122,0,0,299.93115,299.27808,298.22827,294.63843,0.14889169,0.14504004,1.801794,1.8940668,0.5569501,299.60132,0,2,0,1,768,16654.8819444445,2,0,19,3,800,16654.9684094805,2,0,1,1,16655.2530093496,16,0,2,0.5569501,2,0.39605713,14.5308332443237,13.345666885376,40.1977920532227,705.4267578125,33.9440002441406,0.744000017642975,33.2000007629395,10.4739999771118,23.6180000305176,23.7733345031738,6.61866664886475,394,50,5,48.2685508728027,145,29,31,136
"ES_Gra_Cor_1_2017-07-28",17375,37.6617732605881,-2.79623534604702,0.1019537,0.3942249,7.915419e-09,0.02771894,0.0005118369,0.0005310402,0.03011444,0.001046049,0.0004324907,0.08304583,0.2850691,7.915419e-09,0.01623454,0.0003320501,0.0003503963,0.01683374,0.0006714693,0.0002784405,250,230,33,32.22496,19.753,0.2233886,0.05627284,0.268186266356622,0.0568804237723752,136.398182647032,266.142378574845,600.428032112252,252.8569156558,5081.78270745403,16654,29939,0.8922104,0.0342706,-1.021694,2.561778,-0.6877441,2.678989,489.537604018109,2.40411387084251,96406.6597069762,26.7762647332926,1867.333,1864.063,2.49668,1478.058,216.7279,85973.52,3.965006,0.2719918,1.301264e-08,5.017268,1.000006,1478.058,216.7279,85973.52,3.965006,0.02713593,0.0269718,0.00047703,-4.442642e-05,7.343065e-05,3.022467,1.141344,3.412961e-05,1.866128e-05,1.736808e-05,0.1236315,0.0007770288,0.004043305,0.001947241,4.10286457184668e-05,0.42473233,-0.18594015,274.7898,101521.625,297.78125,90475.69,0,1185083,298.29175,297.37744,298.86084,302.7959,298.61157,292.92407,0.12323451,0.13638163,0.39605713,1.8056335,1.9017382,293.1206,0.36598676,-0.13876009,279.93237,101543.25,299.70386,90451,0.0002499069,28620064,29502768,0,0,301.41016,300.2915,297.39624,291.69556,0.13652599,0.14855838,1.8113241,1.9112883,0.5569501,301.8811,0,2,0,1,256,17374.8958333335,2,0,66,3,288,17374.9332517916,0,0,16,1,-3440586.5,16,0,2,0.5569501,2,0.39605713,14.5308332443237,13.345666885376,40.1977920532227,705.4267578125,33.9440002441406,0.744000017642975,33.2000007629395,10.4739999771118,23.6180000305176,23.7733345031738,6.61866664886475,394,50,5,48.2685508728027,145,29,31,136
"ES_Gra_Gua_1_2015-09-12",16690,37.3308,-3.173416,0.08238839,0.3193067,7.915419e-09,0.02477057,0.0004929511,0.0004462687,0.02761897,0.0009145078,0.0004613184,0.06348056,0.2117123,7.915419e-09,0.01317364,0.0003131643,0.0002656248,0.01433826,0.0005750321,0.0002829791,250,230,86,0.2295517,20.0696,0.231533006788449,0.0174780852679396,0.229783645082548,0.0313643944509035,136.192205282759,265.765797528146,600.428032114322,252.856915656672,5081.70046115515,6530,22205,0.5451877,0.0360884,-0.8813369,2.546412,-0.4929988,2.685819,489.560688781861,2.40421717422334,96406.4036010394,26.7773174440318,1846.786,1841.86,2.69256,1225.16,320.0167,85961.04,4.619147,0.2750624,1.386325e-07,5.711057,1.000092,1225.16,320.0167,85961.04,4.619147,0.02720718,0.0267817,0.0005774059,-0.0001626952,0.0001533629,2.854635,1.095913,3.988981e-05,2.135887e-05,1.981296e-05,0.1237687,0.0007675724,0.003394671,0.001453066,5.53409639923487e-05,-0.03012769,1.5870438,283.66577,101513.31,290.14038,87589.06,0,1158122,288.59253,288.1836,291.99463,294.14453,294.39526,295.0349,0.25127453,0.25122565,0.46392822,1.8597698,1.7592678,287.2815,0.6284712,-0.121174276,281.08545,101684.06,291.39502,87679.06,0.0022124364,19915962,27933240,0,0,293.0171,293.25244,294.48755,294.8833,0.21145183,0.19996393,1.8569536,1.7541628,0.52502227,292.0681,0,1,0,2,256,16690.3958333335,1,16,2,2,256,-3440586.5,0,0,16,1,-3440586.5,16,0,2,0.52502227,2,0.46392822,14.3618335723877,13.7449998855591,41.221809387207,687.863708496094,33.7080001831055,0.363999992609024,33.3440017700195,7.47599983215332,23.2413330078125,23.3673324584961,6.64400005340576,419,55,4,50.4028663635254,158,28,29,150
"ES_Ler_Gim_1_2015-06-28",16614,41.656416,0.388472,0.1472284,0.5105512,7.915419e-09,0.02285714,0.0005239157,0.0003512689,0.02785042,0.001087389,0.0006513168,0.1283206,0.4067419,7.915419e-09,0.01135212,0.000344129,0.000170625,0.01456972,0.0007632737,0.000498142,244,167,0,5.922789,14.12206,0.207252783333333,0.0110196816666667,0.243534766666667,0.02482195,103,223,600.428031408372,252.856915359271,5055.97009853134,6984,23480,0.3449275,0.04295196,-1.433524,2.347549,-0.9859344,2.34603,484.609806381591,2.38306905009438,96461.2519729535,26.5606570612766,1879.767,1890.092,1.999238,268.151,68.18485,99023.05,0.2263106,0.6045634,3.969044e-09,13.05515,1.001047,613.252,68.18485,95397.91,0.5175644,0.03272451,0.02917676,0.0004058449,6.115199e-05,5.289496e-05,3.128528,2.74308,1.432192e-05,9.431566e-06,8.986087e-06,0.1229763,0.000607701,0.0001633574,0.0004804523,6.01117367503117e-05,-2.8216867,0.18977511,288.49854,101699.625,297.7229,98457.69,0,1297674,299.0923,297.81177,301.29175,303.72876,297.13867,291.15063,0.12753749,0.10958326,0.04671061,2.1565943,1.6577759,296.8943,-0.05315162,0.818152,284.5027,101660.06,298.45532,98409.56,0.000980329,27219724,30743560,0,0,300.8645,299.31982,295.55322,289.9402,0.15389252,0.11242658,2.162859,1.6747198,0.9532894,300.5796,0,1,0,2,256,16614.4444444445,1,16,2,2,256,-3440586.5,0,0,16,1,-3440586.5,16,0,3,0.9532894,3,0.04671061,14.6564998626709,11.6823329925537,38.3479957580566,682.241943359375,31.6599998474121,1.19599997997284,30.4640007019043,16.8159999847412,23.2126655578613,23.2126655578613,6.56466674804688,385,51,13,33.4972114562988,124,71,71,77
"ES_Ler_Gim_1_2015-10-22",16730,41.656416,0.388472,0.1472284,0.5105512,7.915419e-09,0.02285714,0.0005239157,0.0003512689,0.02785042,0.001087389,0.0006513168,0.1283206,0.4067419,7.915419e-09,0.01135212,0.000344129,0.000170625,0.01456972,0.0007632737,0.000498142,244,167,0,19.99431,14.12206,0.1931939,0.01020681,0.2394737,0.03012163,103,223,600.428031408372,252.856915359271,5055.97009853134,6984,23480,0.3449275,0.04295196,-1.433524,2.347549,-0.9859344,2.34603,484.609806381591,2.38306905009438,96461.2519729535,26.5606570612766,1879.767,1890.092,1.999238,268.151,68.18485,99023.05,0.2263106,0.6045634,3.969044e-09,13.05515,1.001047,613.252,68.18485,95397.91,0.5175644,0.03272451,0.02917676,0.0004058449,6.115199e-05,5.289496e-05,3.128528,2.74308,1.432192e-05,9.431566e-06,8.986087e-06,0.1229763,0.000607701,0.0001633574,0.0004804523,6.01117367503117e-05,2.5272036,0.76249033,276.88623,101861.69,282.07324,98513.06,0,975689.1,282.115,281.80786,285.53125,289.21484,291.9436,295.4629,0.23802722,0.14294374,0.04671061,2.1159525,1.4916,280.43945,0.19872385,0.23556209,283.1687,101547.44,289.66553,98256.625,0.00094846496,11808388,28295494,0,0,290.71118,290.84912,292.81592,295.72803,0.20672864,0.14885777,2.1192455,1.5038385,0.9532894,289.3247,0,3,0,3,768,16730.170138889,3,0,19,3,800,16730.1572083007,2,0,1,1,16730.2403168972,16,0,3,0.9532894,3,0.04671061,14.6564998626709,11.6823329925537,38.3479957580566,682.241943359375,31.6599998474121,1.19599997997284,30.4640007019043,16.8159999847412,23.2126655578613,23.2126655578613,6.56466674804688,385,51,13,33.4972114562988,124,71,71,77
"ES_Ler_Gim_1_2016-10-21",17095,41.656416,0.388472,0.1472284,0.5105512,7.915419e-09,0.02285714,0.0005239157,0.0003512689,0.02785042,0.001087389,0.0006513168,0.1283206,0.4067419,7.915419e-09,0.01135212,0.000344129,0.000170625,0.01456972,0.0007632737,0.000498142,244,167,0,29.38323,14.12206,0.2487133,0.01020681,0.3231977,0.03012163,103,223,600.428031408372,252.856915359271,5055.97009853134,6984,23480,0.3449275,0.04295196,-1.433524,2.347549,-0.9859344,2.34603,484.609806381591,2.38306905009438,96461.2519729535,26.5606570612766,1879.767,1890.092,1.999238,268.151,68.18485,99023.05,0.2263106,0.6045634,3.969044e-09,13.05515,1.001047,613.252,68.18485,95397.91,0.5175644,0.03272451,0.02917676,0.0004058449,6.115199e-05,5.289496e-05,3.128528,2.74308,1.432192e-05,9.431566e-06,8.986087e-06,0.1229763,0.000607701,0.0001633574,0.0004804523,6.01117367503117e-05,2.1344042,0.9378795,277.86865,101528.69,282.3474,98187.25,0,977785.56,282.92285,282.37427,285.82422,289.65332,292.86255,296.60913,0.22873133,0.20901209,0.04671061,2.1165323,1.4937067,281.0747,-0.31266743,0.32583433,284.60156,101690.94,290.35107,98401.81,0.0018190867,12109976,28754782,0,0,291.5818,292.0652,294.15332,296.76245,0.22645575,0.17542529,2.1192455,1.5038385,0.9532894,290.281,0,3,0,3,768,17095.170138889,3,0,19,3,800,17095.1426847144,2,0,1,1,17095.2337751058,16,0,3,0.9532894,3,0.04671061,14.6564998626709,11.6823329925537,38.3479957580566,682.241943359375,31.6599998474121,1.19599997997284,30.4640007019043,16.8159999847412,23.2126655578613,23.2126655578613,6.56466674804688,385,51,13,33.4972114562988,124,71,71,77
"ES_Ler_Gim_1_2017-10-14",17453,41.656416,0.388472,0.1472284,0.5105512,7.915419e-09,0.02285714,0.0005239157,0.0003512689,0.02785042,0.001087389,0.0006513168,0.1283206,0.4067419,7.915419e-09,0.01135212,0.000344129,0.000170625,0.01456972,0.0007632737,0.000498142,244,167,0,25.00334,14.12206,0.1568727,0.01508404,0.21,0.03012163,103,223,600.428031408372,252.856915359271,5055.97009853134,6984,23480,0.3449275,0.04295196,-1.433524,2.347549,-0.9859344,2.34603,484.609806381591,2.38306905009438,96461.2519729535,26.5606570612766,1879.767,1890.092,1.999238,268.151,68.18485,99023.05,0.2263106,0.6045634,3.969044e-09,13.05515,1.001047,613.252,68.18485,95397.91,0.5175644,0.03272451,0.02917676,0.0004058449,6.115199e-05,5.289496e-05,3.128528,2.74308,1.432192e-05,9.431566e-06,8.986087e-06,0.1229763,0.000607701,0.0001633574,0.0004804523,6.01117367503117e-05,-1.7178898,-0.46129376,288.87524,102596.56,290.72217,99291.31,0,1168260,290.7046,290.2378,293.34033,295.69775,295.45972,296.82104,0.116809785,0.0969404,0.04671061,2.1205835,1.5084772,289.40552,0.24455094,0.504212,284.16455,102154.19,291.33325,98857.19,0.0009020516,13525405,28276312,0,0,292.6455,293.0603,294.79004,296.7058,0.16516125,0.12591487,2.1192455,1.5038385,0.9532894,291.74023,0,2,0,1,256,17452.888888889,2,0,3,1,288,17453.1820465433,2,0,1,1,17453.2103319117,16,1,3,0.9532894,3,0.04671061,14.6564998626709,11.6823329925537,38.3479957580566,682.241943359375,31.6599998474121,1.19599997997284,30.4640007019043,16.8159999847412,23.2126655578613,23.2126655578613,6.56466674804688,385,51,13,33.4972114562988,124,71,71,77
"ES_Ler_Gim_1_2018-08-25",17768,41.656416,0.388472,0.09699258,0.460388,7.172479e-09,0.01688259,0.0002185274,0.0003281339,0.02411048,0.0006060397,0.0004098881,0.0845363,0.3667783,7.172479e-09,0.008384829,0.0001435376,0.0001593874,0.0126132,0.0004253988,0.0003134918,244,167,0,30.24681,14.12206,0.1616369,0.01020681,0.2083333,0.03012163,103,223,600.428031408372,252.856915359271,5055.97009853134,6984,23480,0.3449275,0.04295196,-1.433524,2.347549,-0.9859344,2.34603,484.609806381591,2.38306905009438,96461.2519729535,26.5606570612766,1879.767,1890.092,1.999238,268.151,68.18485,99023.05,0.2263106,0.6045634,3.969044e-09,13.05515,1.001047,613.252,68.18485,95397.91,0.5175644,0.03272451,0.02917676,0.0004058449,6.115199e-05,5.289496e-05,3.128528,2.74308,1.432192e-05,9.431566e-06,8.986087e-06,0.1229763,0.000607701,0.0001633574,0.0004804523,6.01117367503117e-05,3.562934,0.07804316,282.97876,101577.56,293.94116,98316.56,0,1172131,294.35596,293.49194,298.0974,301.17432,299.5293,296.27295,0.1534006,0.14605987,0.04671061,2.1456213,1.624011,292.77905,-0.12063056,0.54357815,288.67578,101599.625,300.22632,98361.81,0.0016516466,22787582,32783704,0,0,302.56323,301.8584,300.2788,295.57153,0.16762173,0.13238132,2.1475468,1.6367178,0.9532894,301.69507,0,3,0,3,768,17768.114583333,3,0,19,3,800,17768.158146298,2,0,1,1,17768.2364023747,16,0,3,0.9532894,3,0.04671061,14.6564998626709,11.6823329925537,38.3479957580566,682.241943359375,31.6599998474121,1.19599997997284,30.4640007019043,16.8159999847412,23.2126655578613,23.2126655578613,6.56466674804688,385,51,13,33.4972114562988,124,71,71,77
"ES_Ler_Gim_1_2018-10-26",17830,41.65,0.38,0.09699258,0.460388,7.172479e-09,0.01688259,0.0002185274,0.0003281339,0.02411048,0.0006060397,0.0004098881,0.0845363,0.3667783,7.172479e-09,0.008384829,0.0001435376,0.0001593874,0.0126132,0.0004253988,0.0003134918,244,167,0,41.37859,14.12206,0.2481647,0.01508404,0.3104174,0.03012163,82,197,600.428031408372,252.856915359271,5055.97010510402,3074,29242,0.4218647,0.04443404,-0.8880654,2.312697,-0.5988098,2.314129,484.609807071211,2.38306905301441,96461.2519653201,26.5606570912577,1879.76702837945,1890.09176328264,1.99924366700851,214.7773,66.82674,99059.41,0.1776545,0.6538099,4.484646e-09,15.44083,1.001218,480.2469,66.82674,96965.68,0.3972394,0.03008948,0.0304253,0.0004210462,1.583476e-05,8.282512e-06,3.128245,2.751839,2.030291e-05,1.184691e-05,1.112928e-05,0.1231287,0.0005866128,-0.0005461843,0.0003506126,6.01117367503117e-05,-0.12802684,-0.43653113,283.08984,101617.375,284.76416,98351,0,1060604,285.11743,284.60498,286.48462,289.6477,292.70654,296.45654,0.2777474,0.28484327,0.04671061,2.092411,1.5036974,281.73535,0.4392053,0.13133925,283.47803,101445.125,289.63525,98173.69,0.0043861307,12318650,28487698,0,0,291.2068,291.94434,294.489,296.87158,0.24917138,0.22271019,2.0982141,1.5237637,0.9532894,289.7693,0,2,0,1,768,17829.8680555555,2,0,3,1,800,17830.1955657178,2,0,1,1,17830.2271655947,16,0,3,0.9532894,3,0.04671061,14.6564998626709,11.6823329925537,38.3479957580566,682.241943359375,31.6599998474121,1.19599997997284,30.4640007019043,16.8159999847412,23.2126655578613,23.2126655578613,6.56466674804688,385,51,13,33.4972114562988,124,71,71,77
